PRODUTOS;;;;;;;
ID;PRODUTO;IMAGEM 1;IMAGEM 2;IMAGEM 3;IMAGEM 4;IMAGEM 5;IMAGEM 6
504899;"Umidificador Doméstico Nacional Bivolt Bico Duplo 3,7l - Ventisol";https://images.tcdn.com.br/img/img_prod/1265869/umidificador_domestico_nacional_bivolt_bico_duplo_3_7l_ventisol_504899_1_0f7e3f11d92ca58efbbb3f92ff04df9c_20240123153039.jpg;;;;;
501889;Unguento Chemitec 50Gr;https://images.tcdn.com.br/img/img_prod/1265869/unguento_chemitec_50gr_501889_1_4cab8e728e46aad62ec518bcec585078_20240123154353.jpg;https://images.tcdn.com.br/img/img_prod/1265869/unguento_chemitec_50gr_501889_2_9416cea92befd00e73192fc428a8d97e_20240123154354.jpg;;;;
504063;União De Redução Interna Polietileno 1" x 3/4" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_de_reducao_interna_polietileno_1_x_3_4_amanco_504063_1_3af7010e4a900a3f8bbfddb6d8a91746_20240123153028.jpg;;;;;
504061;União De Redução Interna Polietileno 3/4" x 1/2" - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_de_reducao_interna_polietileno_3_4_x_1_2_amanco_504061_1_3af7010e4a900a3f8bbfddb6d8a91746_20240123153030.jpg;;;;;
512171;Uniao Int 1 1/2 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_int_1_1_2_lj_cb_amanco_512171_1_7c37c6976872eeb7e5b2eb7b1762b209_20240123153659.png;;;;;
512175;Uniao Int 1 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_int_1_lj_cb_amanco_512175_1_7c37c6976872eeb7e5b2eb7b1762b209_20240123153659.png;;;;;
512181;Uniao Int 1/2 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_int_1_2_lj_cb_amanco_512181_1_7c37c6976872eeb7e5b2eb7b1762b209_20240123153700.png;;;;;
512167;Uniao Int 2 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_int_2_lj_cb_amanco_512167_1_7c37c6976872eeb7e5b2eb7b1762b209_20240123153658.png;;;;;
512177;Uniao Int 3/4 Lj Cb - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/uniao_int_3_4_lj_cb_amanco_512177_1_7c37c6976872eeb7e5b2eb7b1762b209_20240123153700.png;;;;;
511001;União Interna 1 1/2" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_1_1_2_plastilit_511001_1_366f5653b2090f1e7ada6fcca94b9828_20240123154320.jpg;;;;;
510997;União Interna 1" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_1_plastilit_510997_1_366f5653b2090f1e7ada6fcca94b9828_20240123154320.jpg;;;;;
510991;União Interna 1/2" - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/uniao_interna_1_2_plastilit_510991_1_366f5653b2090f1e7ada6fcca94b9828_20240123154318.jpg;;;;;
